Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,School
58564.000000,579.592175,1.498801,-5.795922,6.091000,-677.532328,407.634758,6.052270,1071.920361,7.962707,1.059870,-246.347160,-55.350000,Hufflepuff
54654.000000,621.899084,-3.473019,-6.218991,5.407000,-509.813898,637.682645,-5.047481,963.767016,4.757360,-1.131769,-252.199280,207.540000,Gryffindor
53782.000000,-524.520476,2.066717,5.245205,4.926000,584.698978,639.424492,3.829748,1037.703856,7.270871,1.538487,-232.595890,3.620000,Ravenclaw
64291.000000,417.787744,-5.610499,-4.177877,4.042000,-529.262221,594.363693,-5.396258,942.591405,1.407845,-0.634337,-254.572940,175.150000,Gryffindor
13760.000000,680.347466,4.071565,-6.803475,2.848000,-166.619895,403.018661,11.889713,1015.747769,11.296823,1.007514,-243.359150,-4.690000,Hufflepuff
33334.000000,-561.463446,-3.173107,5.614634,-4.658000,-561.775988,397.542909,4.038237,1058.523169,9.623905,0.131944,-247.516120,-34.540000,Slytherin
61581.000000,452.780062,4.882573,-4.527801,5.498000,-390.224671,383.175548,4.713770,1046.283179,2.328364,0.214383,-244.424030,-35.680000,Hufflepuff
14156.000000,-654.220529,-5.305060,6.542205,-5.438000,-781.492107,326.636589,7.259016,1089.567004,13.415254,-1.092034,-247.434590,-99.170000,Slytherin
35723.000000,-613.217960,2.452755,6.132180,3.879000,451.839455,544.037549,5.162977,1056.942851,7.113384,0.030881,-232.277210,-33.940000,Ravenclaw
40074.000000,600.473294,-5.869779,-6.004733,4.132000,-658.691115,572.727918,-5.203977,929.558009,2.480756,-2.360420,-255.578690,217.210000,Gryffindor
53021.000000,640.205237,-5.677365,-6.402052,3.688000,-484.856420,601.062126,-5.425040,922.028547,1.991429,-0.500447,-256.259050,217.110000,Gryffindor
40228.000000,-462.908094,1.445102,4.629081,4.702000,359.586614,597.773219,4.830526,1056.446390,9.440496,0.073302,-233.344230,-9.550000,Ravenclaw
46522.000000,462.731463,1.328993,-4.627315,6.461000,-562.785529,444.660465,4.322092,1059.039937,7.412219,-1.777923,-244.553770,-9.350000,Hufflepuff
67745.000000,494.834141,-4.991925,-4.948341,2.565000,-848.996730,611.016162,-8.431117,910.790088,-0.368022,0.311292,-258.323590,260.780000,Gryffindor
35333.000000,593.752848,-3.570549,-5.937528,6.015000,-841.078296,587.566839,-6.826930,940.371543,1.852756,0.265686,-252.991900,254.650000,Gryffindor
40847.000000,435.569581,3.335736,-4.355696,6.651000,-476.492317,417.651744,7.400264,1049.238464,7.260951,-0.669383,-241.890690,-31.610000,Hufflepuff
45424.000000,659.410276,-6.050627,-6.594103,4.007000,-703.223954,557.641534,-4.523833,929.168663,2.400344,0.052747,-256.662940,200.540000,Gryffindor
26818.000000,-732.604264,3.032453,7.326043,2.787000,706.909409,608.701385,4.295821,1062.790913,9.407523,-0.216905,-229.964900,4.900000,Ravenclaw
65467.000000,239.188279,-6.180161,-2.391883,4.092000,-499.121370,632.984285,-4.500631,958.048109,3.963451,0.146778,-252.274610,159.240000,Gryffindor
38905.000000,604.667513,8.464089,-6.046675,4.436000,-210.648617,350.301843,7.355802,1020.350039,2.329076,0.722486,-242.581500,-2.450000,Hufflepuff
27637.000000,724.210182,7.475349,-7.242102,3.797000,-334.004723,315.704207,3.790839,1037.972778,1.524586,-0.222501,-245.768330,27.570000,Hufflepuff
56599.000000,-459.156560,5.465608,4.591566,4.680000,540.251064,584.556221,6.952855,1048.303402,7.223152,-0.529094,-230.996910,-35.690000,Ravenclaw
66513.000000,272.660704,3.526427,-2.726607,5.086000,-381.476568,397.961977,5.755301,1048.025474,3.412110,2.222714,-243.739450,-62.430000,Hufflepuff
47974.000000,574.633486,4.645923,-5.746335,5.362000,-480.694200,395.087614,4.324788,1050.891923,4.558548,0.847371,-245.021550,-1.470000,Hufflepuff
54085.000000,278.462545,-6.279350,-2.784625,5.109000,-296.834007,563.656879,-5.136535,945.247235,-0.427582,-0.293823,-252.162620,142.100000,Gryffindor
28135.000000,-273.534647,7.504806,2.735346,6.535000,588.391957,583.621326,4.789626,1056.871439,7.016231,-0.143657,-228.743010,28.830000,Ravenclaw
40911.000000,562.237245,6.372209,-5.622372,4.235000,-208.601475,396.496876,5.720800,1023.436119,3.677991,-0.561134,-243.651300,16.240000,Hufflepuff
27677.000000,607.621538,4.188706,-6.076215,2.336000,-297.548874,353.914002,8.527863,1036.606319,7.561969,0.405818,-245.693030,-21.800000,Hufflepuff
74248.000000,376.622427,-5.724800,-3.766224,3.746000,-599.135720,594.454930,-5.317366,947.998129,1.395029,0.570669,-255.139300,159.530000,Gryffindor
62952.000000,-278.653028,-6.987189,2.786530,-5.535000,-433.786438,429.317750,4.883242,1053.314235,11.331665,0.581297,-253.589550,-78.830000,Slytherin
63400.000000,717.268650,5.185773,-7.172687,4.747000,-364.020820,336.031085,2.915324,1051.711086,0.397920,-1.126886,-248.250020,-30.450000,Hufflepuff
50473.000000,-758.706037,7.648049,7.587060,3.089000,610.220826,616.880789,5.840628,1048.813104,7.258141,-0.059867,-227.832360,3.850000,Ravenclaw
32033.000000,956.484438,-4.236671,-9.564844,5.863000,-336.064095,604.311145,-3.417443,937.878027,5.009049,0.458752,-253.733340,222.840000,Gryffindor
57616.000000,709.875950,5.610285,-7.098759,4.634000,-555.068260,328.715924,8.088630,1060.096919,5.173498,-1.910996,-246.287070,-70.170000,Hufflepuff
48179.000000,417.758314,-5.598796,-4.177583,4.132000,-586.508228,599.214861,-4.863484,956.950471,4.055752,2.378512,-253.218980,186.970000,Gryffindor
41825.000000,410.819267,3.738250,-4.108193,5.729000,-480.887769,413.868602,8.917403,1046.136541,8.236909,0.552096,-241.795550,-41.430000,Hufflepuff
59701.000000,706.227651,3.221112,-7.062277,6.502000,-396.803126,434.221694,1.994543,1047.625184,3.543185,-0.006286,-246.884160,13.580000,Hufflepuff
57109.000000,452.545255,5.640622,-4.525453,2.696000,-456.028210,396.292087,4.157131,1048.543716,4.388971,-0.446951,-246.013780,2.570000,Hufflepuff
48087.000000,-735.844915,-2.996016,7.358449,-4.083000,-674.475258,345.651331,4.684699,1057.568639,6.261589,0.954684,-247.138550,-89.380000,Slytherin
53608.000000,634.031086,-7.878590,-6.340311,0.429000,-754.135150,578.951177,-4.990510,915.109851,4.004298,-0.788927,-261.048920,220.300000,Gryffindor
65796.000000,-459.894828,6.540478,4.598948,5.759000,644.985366,617.687548,5.294432,1056.596069,6.159297,-0.049667,-229.734220,-24.720000,Ravenclaw
23462.000000,-314.795512,4.555615,3.147955,5.739000,357.159461,576.204964,2.956482,1062.970825,7.841168,2.948045,-231.763020,39.490000,Ravenclaw
47606.000000,538.234857,-6.680624,-5.382349,3.391000,-550.961779,556.141294,-4.297260,939.552784,2.600995,-0.038132,-256.045920,173.150000,Gryffindor
46529.000000,521.399919,7.465972,-5.213999,3.462000,-697.668344,411.971735,2.995131,1058.326504,5.598981,-0.376308,-244.868020,53.180000,Hufflepuff
65739.000000,537.344306,4.756786,-5.373443,4.397000,-700.884796,395.941559,3.135228,1070.346538,4.771370,-2.076841,-246.994430,-11.830000,Hufflepuff
64055.000000,530.282997,-4.982694,-5.302830,3.268000,-584.119232,627.802808,-5.256244,956.807362,4.585994,1.081592,-255.072850,196.530000,Ravenclaw
40361.000000,430.465334,-5.319456,-4.304653,4.649000,-580.901104,576.875159,-5.548899,951.899072,2.516550,-0.074290,-252.938870,196.610000,Gryffindor
-13902.000000,-354.456806,4.868088,3.544568,3.771000,325.308037,535.102464,3.503055,1053.097545,9.287244,-2.297574,-231.298540,82.980000,Ravenclaw
46096.000000,759.717365,3.931262,-7.597174,8.186000,-642.606205,396.289938,4.322674,1064.081126,5.359660,-0.235445,-244.831540,-8.950000,Hufflepuff
46750.000000,576.382018,6.002898,-5.763820,2.478000,-203.138962,347.539578,5.134737,1030.510962,2.289911,0.238889,-246.449050,-8.020000,Hufflepuff
46515.000000,-615.079518,3.288306,6.150795,3.499000,419.534132,551.696593,6.536269,1044.930879,7.040371,-0.420541,-232.348680,-41.400000,Ravenclaw
38516.000000,667.931158,3.736741,-6.679312,5.841000,-739.494262,388.535962,8.696339,1067.678340,10.138838,1.594143,-244.329140,-37.300000,Hufflepuff
31388.000000,474.438024,-6.081472,-4.744380,4.604000,-796.782177,545.568630,-5.157937,937.309209,2.215010,0.419920,-254.371070,207.650000,Gryffindor
59834.000000,359.183167,5.131928,-3.591832,6.067000,-450.897315,399.041300,7.174774,1046.344201,4.373252,-1.098165,-242.011390,-52.270000,Hufflepuff
22317.000000,-259.347521,5.946966,2.593475,5.886000,268.742023,583.219946,4.415810,1064.643089,9.365671,0.622949,-230.760600,44.480000,Gryffindor
64456.000000,-511.061994,2.989555,5.110620,6.031000,870.328040,663.707890,2.154203,1048.055061,5.372844,-1.567242,-231.267920,-2.510000,Ravenclaw
67622.000000,586.094556,-2.596696,-5.860946,4.838000,-767.880835,652.147671,-6.767152,962.937140,3.961289,-0.645958,-253.573170,234.360000,Gryffindor
44217.000000,-409.399659,6.753362,4.093997,6.341000,787.478852,640.260352,1.453220,1051.753062,4.884674,1.404606,-229.126700,50.450000,Ravenclaw
52490.000000,387.594055,4.968605,-3.875941,4.160000,-487.164553,427.898715,6.776689,1044.541299,6.936579,-0.002327,-243.268360,-11.930000,Hufflepuff
35477.000000,383.534019,-6.155876,-3.835340,4.949000,-495.602715,554.565896,-5.051460,943.558257,1.392672,-0.756401,-252.633390,179.700000,Gryffindor
42390.000000,-704.353954,-4.236540,7.043540,-2.053000,-784.833708,343.944006,7.208932,1059.601356,8.195699,-0.385004,-245.625770,-119.790000,Slytherin
47573.000000,504.635764,-2.724692,-5.046358,7.144000,-422.953727,629.908061,-6.621447,952.467625,1.316627,0.147778,-249.669920,223.390000,Gryffindor
47292.000000,-579.938780,-7.095248,5.799388,-2.458000,-414.711906,415.208399,7.299964,1039.543187,9.992427,-1.068038,-247.428370,-109.280000,Slytherin
51453.000000,-630.958400,5.180745,6.309584,3.984000,547.694766,616.360414,4.497324,1032.835180,6.051719,0.556069,-230.668250,14.570000,Ravenclaw
59486.000000,474.636337,-6.427010,-4.746363,3.789000,-169.091614,610.625496,-3.864115,948.237879,3.294695,1.265472,-253.742280,150.910000,Gryffindor
31765.000000,411.043314,-6.802548,-4.110433,4.613000,-427.569226,575.723871,-2.305411,972.457266,6.479295,-0.366235,-251.383820,143.560000,Gryffindor
34277.000000,617.786824,-5.249943,-6.177868,5.217000,-303.449206,607.368594,-3.400039,960.929265,5.761766,-2.305152,-251.656060,184.730000,Gryffindor
47628.000000,-313.012958,5.039512,3.130130,6.272000,498.212844,591.453317,4.878161,1069.161901,7.797000,0.147632,-231.094740,-15.450000,Ravenclaw
65706.000000,404.349594,4.681065,-4.043496,4.466000,-788.125627,419.581308,5.812541,1071.569607,7.551486,-1.909416,-244.799030,-30.130000,Hufflepuff
49034.000000,288.703114,-4.059182,-2.887031,4.875000,-795.862655,651.553474,-7.051686,956.646946,4.028279,0.096508,-251.217430,244.220000,Gryffindor
41393.000000,-515.213321,4.952385,5.152133,5.558000,780.141326,636.491524,6.637259,1067.281979,10.105021,-0.320396,-227.785510,-21.850000,Ravenclaw
52478.000000,-653.310208,6.925202,6.533102,4.904000,724.147555,610.714026,6.484064,1059.476660,7.220744,-0.318469,-227.251970,-29.860000,Ravenclaw
36893.000000,558.090314,6.775160,-5.580903,6.665000,-536.072493,449.317526,4.450986,1040.007319,5.872093,0.669157,-241.454320,55.870000,Hufflepuff
37823.000000,389.887812,-5.758542,-3.898878,5.425000,-448.624663,581.345114,-3.758657,964.015634,4.054450,-0.007462,-250.907080,161.210000,Gryffindor
9576.000000,-607.325137,4.427208,6.073251,3.900000,508.517281,561.329677,4.875434,1077.009850,9.902025,0.355229,-228.997630,9.720000,Ravenclaw
45700.000000,-510.289542,-2.828205,5.102895,-4.376000,-694.694800,387.944852,5.594081,1046.096162,9.092005,-0.065634,-248.327770,-52.980000,Slytherin
9093.000000,-715.165496,-6.275342,7.151655,-4.340000,-564.549038,365.151648,6.648102,1081.103291,13.240557,-0.477107,-245.687360,-87.370000,Slytherin
87601.000000,256.252359,-5.881062,-2.562524,3.231000,-588.889268,617.682133,-5.545642,949.910265,1.315614,-3.313676,-255.089450,149.000000,Gryffindor
30018.000000,-299.967800,8.681350,2.999678,6.441000,333.908520,631.489911,6.332564,1059.062680,10.565190,0.018123,-227.337810,52.630000,Ravenclaw
33266.000000,-410.567310,5.817989,4.105673,5.467000,682.508833,610.186699,4.026562,1072.519091,8.461009,-0.130426,-229.163060,14.590000,Ravenclaw
29330.000000,-645.305320,-3.446037,6.453053,-6.308000,-562.786549,372.741753,1.551288,1088.474663,9.547376,-0.735372,-248.754290,-34.440000,Slytherin
68226.000000,348.672688,7.596627,-3.486727,3.657000,-510.418672,430.662770,4.381621,1044.384070,3.797778,0.856048,-243.474090,11.060000,Hufflepuff
59600.000000,474.847784,-5.842866,-4.748478,3.658000,-578.064907,581.427777,-4.942080,948.567167,2.465061,0.998139,-255.256620,172.120000,Gryffindor
71081.000000,509.966220,3.549710,-5.099662,6.223000,-576.182798,364.994848,6.589345,1065.850713,4.189629,-1.284017,-245.389010,-89.490000,Hufflepuff
55001.000000,477.002654,-4.133030,-4.770027,5.032000,-688.334135,604.170812,-6.149529,954.040007,2.367920,1.736689,-253.171750,208.010000,Gryffindor
69743.000000,574.846258,5.183334,-5.748463,5.840000,-622.918888,364.224906,2.223745,1069.096659,1.460632,0.001051,-246.747420,-29.120000,Hufflepuff
79144.000000,366.753518,5.939489,-3.667535,5.137000,-734.290521,362.305709,3.767657,1076.479576,2.106684,-1.004764,-245.262110,-58.560000,Hufflepuff
60238.000000,-428.450929,3.511467,4.284509,6.269000,531.956505,618.884057,6.114810,1054.827754,8.042721,-1.106470,-231.138960,-38.980000,Ravenclaw
48111.000000,529.634346,-4.492678,-5.296343,5.574000,-455.977286,617.038658,-5.380613,944.079854,2.592942,-0.912520,-252.181910,208.460000,Gryffindor
83476.000000,254.309979,3.911036,-2.543100,7.430000,-857.546461,399.605504,5.224335,1086.843060,4.388405,-0.154944,-243.117230,-91.270000,Hufflepuff
36878.000000,703.214038,3.587886,-7.032140,8.499000,-555.569987,431.883716,6.048195,1050.412643,7.342733,0.705778,-242.733150,2.250000,Hufflepuff
64073.000000,431.491068,3.922082,-4.314911,4.904000,-226.939851,333.704738,8.144383,1041.787220,2.247135,0.617306,-244.615930,-106.560000,Hufflepuff
43947.000000,-567.540164,3.514383,5.675402,3.989000,316.342687,594.809076,5.492863,1035.513383,7.871487,0.396891,-232.248680,6.130000,Ravenclaw
45537.000000,-453.663980,4.626357,4.536640,4.847000,545.178094,603.742761,4.371128,1047.922331,7.041014,-0.517850,-231.436280,7.970000,Ravenclaw
22353.000000,725.597641,4.273556,-7.255976,5.254000,-314.904805,382.613495,9.177906,1031.986278,8.205859,-1.538958,-243.536680,-11.180000,Hufflepuff
70192.000000,420.018858,6.296470,-4.200189,6.894000,-595.466320,384.176465,3.163700,1060.781670,0.979042,-0.456053,-243.456190,-29.890000,Hufflepuff
61194.000000,232.888777,4.217186,-2.328888,5.186000,-701.407397,503.377936,5.726553,1055.463359,9.245811,-0.791554,-241.775210,9.510000,Hufflepuff
19472.000000,-490.681970,2.790936,4.906820,3.286000,361.009338,561.621330,6.358739,1060.036220,10.886729,-1.683486,-232.124150,-1.920000,Ravenclaw
78114.000000,476.397750,6.068990,-4.763977,4.093000,-515.506252,365.228025,1.965905,1059.720539,0.216729,-0.339740,-247.202380,-26.740000,Hufflepuff
48551.000000,412.128504,-4.052348,-4.121285,5.580000,-608.110563,627.973024,-5.251880,970.460041,4.663229,0.297272,-250.668590,199.250000,Gryffindor
60549.000000,457.308578,8.201876,-4.573086,4.325000,-299.138725,379.991909,-1.803314,1034.600011,-3.620762,-0.232450,-245.598290,59.720000,Hufflepuff
54017.000000,-548.252821,-7.814649,5.482528,-7.482000,-455.106621,367.130124,7.109792,1052.427989,11.226866,-2.123926,-253.035190,-125.590000,Slytherin
43027.000000,349.941835,-7.303555,-3.499418,3.703000,-379.953879,601.992049,-3.166773,953.508405,5.334959,-0.369519,-252.676690,158.120000,Gryffindor
67704.000000,400.798270,-8.558150,-4.007983,0.052000,-778.622716,583.061138,-5.028784,922.946109,3.353325,0.987786,-260.503460,186.050000,Gryffindor
77752.000000,135.721568,3.861105,-1.357216,4.948000,-797.055627,436.115966,3.928460,1076.705204,5.499596,0.951853,-243.747620,-43.030000,Hufflepuff
69750.000000,352.651178,-3.248247,-3.526512,5.657000,-682.138720,617.249049,-7.603293,952.701534,-0.180251,-1.441061,-252.281410,206.400000,Gryffindor
28057.000000,-638.664338,3.070697,6.386643,3.153000,398.251650,570.023540,1.509749,1035.232987,5.088396,0.635092,-233.242780,48.880000,Ravenclaw
51267.000000,507.478255,6.098229,-5.074783,6.447000,-695.407766,442.172968,2.782887,1056.508389,5.037728,0.708693,-243.213720,40.430000,Hufflepuff
71954.000000,-487.110268,-5.149471,4.871103,-3.441000,-573.288264,386.000466,3.578805,1059.338021,6.471481,1.823242,-250.913160,-103.660000,Slytherin
59344.000000,-442.585868,-4.878503,4.425859,-4.819000,-546.273111,380.875918,3.754628,1063.413127,8.185479,0.155631,-251.351130,-84.350000,Slytherin
36149.000000,-561.811795,5.216780,5.618118,3.806000,724.487591,578.999543,5.628159,1060.110620,7.733990,-0.642604,-229.725150,-16.910000,Ravenclaw
51871.000000,-708.445248,4.496714,7.084452,3.102000,679.884919,585.796726,3.556971,1050.314581,5.105814,-0.750176,-231.297260,-13.830000,Ravenclaw
62319.000000,-301.055699,-3.433787,3.010557,-4.811000,-540.611959,435.883254,0.669095,1068.505109,8.493549,-0.890634,-252.006800,-18.960000,Slytherin
73173.000000,195.612652,4.385446,-1.956127,5.354000,-704.662986,398.497892,4.128448,1070.958873,3.578997,0.571257,-243.683440,-53.500000,Hufflepuff
56619.000000,-430.652456,6.837673,4.306525,5.022000,582.745652,578.614441,5.269840,1045.332865,5.014503,-0.541504,-230.751300,-13.330000,Ravenclaw
38823.000000,-574.424279,9.460452,5.744243,4.877000,264.612868,573.922085,3.826682,1033.425121,4.103290,-1.243493,-228.602400,58.410000,Ravenclaw
68601.000000,486.695494,9.132216,-4.866955,4.051000,-656.758948,351.374881,3.550917,1059.551361,1.055766,1.211902,-244.882600,-7.870000,Hufflepuff
37987.000000,217.269672,-6.077744,-2.172697,4.090000,-842.708522,609.941785,-6.015681,946.682706,3.987180,-0.695185,-252.357910,225.000000,Gryffindor
61355.000000,-589.479900,3.645428,5.894799,5.532000,481.649156,614.425961,4.384653,1043.234755,5.800637,0.208711,-231.352270,-18.190000,Ravenclaw
47484.000000,-739.454637,3.820398,7.394546,2.780000,437.137959,579.129076,6.014226,1043.941479,7.462290,-1.407030,-231.380480,-23.200000,Ravenclaw
62494.000000,-615.880017,-5.860765,6.158800,-4.602000,-483.027375,366.531756,5.017433,1052.075040,6.949190,0.420548,-250.331320,-119.110000,Slytherin
37028.000000,443.074725,-6.308609,-4.430747,5.552000,-294.476523,542.566038,-3.283989,961.206305,2.429621,-0.439827,-251.598220,131.130000,Gryffindor
47466.000000,-734.997927,4.408438,7.349979,2.448000,458.457518,568.952105,5.207415,1043.313565,6.388922,-1.635070,-231.699580,-15.080000,Ravenclaw
32520.000000,-477.089231,5.065646,4.770892,4.621000,545.194653,580.498987,2.345853,1047.560511,5.379945,-1.146008,-231.459260,37.560000,Ravenclaw
46653.000000,-285.783682,7.217583,2.857837,6.021000,626.620513,607.191885,3.100168,1044.581017,5.020295,1.249411,-230.645920,38.120000,Ravenclaw
71311.000000,-497.570877,7.177095,4.975709,4.735000,229.378337,601.301604,5.037386,1013.563977,3.810551,1.729630,-232.200350,19.770000,Ravenclaw
55282.000000,-500.157403,-6.396002,5.001574,-5.362000,-522.263725,374.228384,5.162759,1064.033290,9.635763,0.083400,-251.529230,-107.690000,Slytherin
55999.000000,563.197542,6.383589,-5.631975,6.222000,-528.885487,449.384254,4.362673,1042.872644,5.051625,-0.355964,-243.122500,28.280000,Hufflepuff
32545.000000,-581.774988,4.241943,5.817750,4.085000,426.358594,611.740570,5.105351,1051.880345,9.432563,-2.143139,-230.317550,20.800000,Ravenclaw
55893.000000,-590.662157,4.551859,5.906622,4.214000,134.423651,584.219087,9.652544,1037.642867,9.808690,-0.351264,-231.004670,-43.780000,Ravenclaw
47617.000000,-587.067241,-5.151171,5.870672,-2.539000,-530.930338,407.539332,6.168744,1042.824558,8.895814,1.549671,-246.984930,-85.640000,Slytherin
67535.000000,492.944410,6.062585,-4.929444,5.030000,-766.106991,330.179422,3.907620,1080.546372,2.416049,0.728429,-246.066410,-53.740000,Hufflepuff
48957.000000,660.801178,-3.473132,-6.608012,5.710000,-398.787005,645.662422,-4.960293,959.362464,4.901642,1.445011,-251.632130,216.000000,Gryffindor
60649.000000,604.751042,-4.761269,-6.047510,4.824000,-330.079791,616.044385,-4.945047,942.209764,2.254483,-2.064231,-253.850940,186.850000,Gryffindor
66977.000000,-520.257935,2.284161,5.202579,5.091000,535.092458,609.328356,4.719415,1044.244976,6.178961,-1.081960,-233.229490,-38.730000,Ravenclaw
38341.000000,408.734561,5.982794,-4.087346,3.905000,-36.593659,395.191511,7.603707,1009.498459,3.521570,-0.014095,-241.917660,-6.780000,Hufflepuff
65402.000000,-341.067181,-6.770930,3.410672,-5.757000,-308.972515,431.694667,3.849106,1046.977164,9.615101,1.143835,-253.392420,-73.160000,Slytherin
47927.000000,585.163045,-3.723668,-5.851630,5.731000,-598.236402,614.538797,-5.827123,947.064694,2.697399,-0.034400,-252.518460,223.960000,Gryffindor
40693.000000,699.433442,5.833764,-6.994334,4.771000,-564.371968,431.196142,2.025823,1047.864272,5.414642,-0.752293,-245.927330,71.330000,Hufflepuff
8871.000000,487.495965,-5.197874,-4.874960,6.197000,-542.080841,596.562529,-4.124328,962.030639,6.295355,-2.599142,-249.309560,222.060000,Gryffindor
49928.000000,610.076821,-4.820427,-6.100768,5.074000,-291.390129,632.634355,-5.388553,930.908486,2.447028,-0.255652,-253.157590,218.150000,Gryffindor
29262.000000,760.342904,5.657915,-7.603429,3.851000,-300.643765,379.618948,4.952396,1032.449984,5.081368,0.378529,-245.941140,36.210000,Hufflepuff
51351.000000,374.285395,6.641026,-3.742854,5.757000,-498.972408,372.675381,5.254208,1049.662280,2.615092,0.133230,-242.076120,-22.160000,Hufflepuff
67436.000000,454.142253,-6.122203,-4.541423,4.059000,-329.494790,582.514880,-4.592051,942.025576,0.880858,1.315562,-254.766730,145.710000,Gryffindor
31926.000000,-533.751101,4.698100,5.337511,3.959000,448.990953,577.626771,4.097992,1051.474763,7.330981,-2.653451,-231.284640,20.040000,Ravenclaw
52012.000000,-545.079491,3.052109,5.450795,3.556000,368.493148,636.589862,5.863258,1037.501969,9.752213,1.040192,-232.633120,7.830000,Ravenclaw
69088.000000,535.430387,4.048433,-5.354304,6.053000,-748.340081,390.926794,4.589074,1076.666182,5.213940,-1.545167,-245.877650,-47.820000,Hufflepuff
42350.000000,-599.564120,7.824663,5.995641,4.625000,107.041282,586.162627,3.732440,1022.230484,4.599537,0.902884,-230.225460,65.130000,Ravenclaw
54349.000000,-693.550585,3.979581,6.935506,4.499000,607.095179,613.212947,5.277837,1042.695365,6.537683,-1.098968,-230.107280,-21.590000,Ravenclaw
57378.000000,-639.124972,6.063934,6.391250,4.104000,356.921622,589.844534,7.004156,1026.394770,6.191102,-0.085992,-230.359090,-12.190000,Ravenclaw
71166.000000,468.662131,2.621639,-4.686621,7.557000,-770.791716,361.714815,4.612022,1085.968078,3.855089,0.847968,-245.442950,-89.980000,Hufflepuff
42421.000000,-626.424929,-5.458226,6.264249,-5.125000,-541.951698,377.868451,5.845722,1056.276506,9.915358,1.616682,-248.889500,-89.670000,Slytherin
24911.000000,-556.777864,-5.628809,5.567779,-6.771000,-571.690784,386.086237,4.607958,1082.313194,13.358720,0.251122,-249.802570,-55.750000,Slytherin
49925.000000,-546.966094,8.465340,5.469661,4.314000,238.354611,559.053908,5.129961,1034.555481,4.471266,-0.421027,-230.298710,21.180000,Ravenclaw
49428.000000,-434.153258,-5.446191,4.341533,-3.588000,-560.415171,416.619708,4.613739,1061.025203,10.393588,1.243812,-249.522870,-69.050000,Slytherin
46328.000000,720.205619,4.424231,-7.202056,3.370000,-607.407471,411.178846,1.118064,1061.664535,5.699578,0.277415,-248.836150,54.110000,Hufflepuff
55393.000000,370.048728,4.257314,-3.700487,5.798000,-547.355730,446.653400,4.459890,1050.292786,5.684788,1.247136,-243.045010,1.770000,Hufflepuff
73111.000000,206.234129,6.199774,-2.062341,2.507000,-576.046816,454.589716,3.829712,1051.205162,5.195964,0.408987,-244.220120,9.860000,Hufflepuff
49594.000000,-435.813099,-4.125074,4.358131,-5.436000,-600.829590,403.052195,4.484837,1056.306533,10.169190,1.171009,-250.559700,-51.720000,Slytherin
74932.000000,488.905375,4.797673,-4.889054,9.209000,-982.681681,422.449390,0.223143,1090.490143,2.580584,-0.615775,-244.321140,-7.340000,Hufflepuff
47009.000000,-487.647241,-3.945847,4.876472,-2.857000,-374.990180,460.568629,4.436194,1027.931096,8.743240,0.311857,-247.028650,-25.720000,Slytherin
43624.000000,496.909658,5.302901,-4.969097,3.430000,-335.743347,399.580592,5.395146,1034.823930,4.959803,-0.366355,-244.724650,9.730000,Hufflepuff
60930.000000,-697.261660,6.177719,6.972617,3.679000,273.755257,587.278700,5.917612,1043.223621,6.343873,0.982656,-230.665200,-14.570000,Ravenclaw
45611.000000,347.829168,-6.580079,-3.478292,4.514000,-634.700053,549.628688,-4.864779,943.211220,1.267821,0.909103,-253.851410,166.560000,Gryffindor
64436.000000,676.209847,-4.985534,-6.762098,4.443000,-304.080921,636.772573,-4.002241,942.206788,3.973113,-0.945790,-254.404670,184.770000,Gryffindor
17747.000000,532.600037,7.469209,-5.326000,3.201000,-222.225865,373.866277,5.173792,1018.676834,3.772180,0.431067,-242.855270,56.970000,Hufflepuff
23236.000000,-741.808510,-3.253251,7.418085,-4.647000,-544.466581,356.481744,3.276178,1076.073800,8.434829,-0.466607,-245.995200,-54.760000,Slytherin
19873.000000,-627.331021,-5.954996,6.273310,-4.103000,-526.584319,385.756321,6.746358,1066.114194,12.527761,1.359713,-246.485590,-79.780000,Slytherin
62891.000000,-363.886475,7.874110,3.638865,7.207000,465.994023,617.515895,4.475015,1058.605170,5.637479,0.742083,-229.103970,1.180000,Ravenclaw
40972.000000,491.796736,7.337806,-4.917967,4.013000,-221.734440,314.301224,3.157241,1033.125294,-1.372315,1.480164,-244.571470,0.010000,Hufflepuff
46490.000000,-610.049330,-2.773526,6.100493,-3.956000,-580.780334,399.058396,4.007458,1047.273398,7.528542,-1.526608,-247.295260,-45.790000,Slytherin
15925.000000,805.582843,5.339315,-8.055828,6.095000,-350.684509,360.166655,6.930188,1035.542298,5.953794,1.350978,-243.657320,14.970000,Hufflepuff
51016.000000,519.633670,5.571092,-5.196337,2.913000,-447.316085,390.076786,3.303454,1046.367008,3.895100,-0.278074,-246.502570,18.860000,Hufflepuff
37931.000000,535.160189,-7.081555,-5.351602,4.438000,-130.318679,563.092099,-2.861767,943.261243,3.050693,-0.466018,-253.232590,143.980000,Gryffindor
53787.000000,723.738847,-3.273226,-7.237388,4.066000,-832.329044,641.575899,-6.005476,954.515657,5.712511,-0.431209,-255.128010,254.990000,Gryffindor
53395.000000,-343.097798,-5.148739,3.430978,-6.393000,-353.619315,450.789699,2.869436,1049.619773,10.710600,0.277378,-252.334160,-23.700000,Slytherin
